TC_id,FlyGeneOrtholog
TC012999,CG6764
TC013000,CG9674
TC013001,TafII24
TC013002,CG15329
TC013003,CG5971
TC013005,CG5956
TC013006,Trfp
TC013007,CG9165
TC013008,BcDNA:GH06026
TC013010,osp
TC013011,mei-9
TC013013,CG3672
TC013016,CG7190
TC013017,CG5830
TC013018,CG17466
TC013019,CG4233
TC013020,PEK
TC013021,CG11617
TC013023,EG:73D1.1
TC013028,ptr
TC013030,BcDNA:GH07643
TC013031,CG2608
TC013032,CG5168
TC013033,Taf60
TC013034,CG4733
TC013036,nbs
TC013038,CG11323
TC013040,CG6723
TC013041,CG10660
TC013042,CG10663
TC013043,CG9710
TC013044,CG9710
TC013045,regucalcin
TC013046,regucalcin
TC013047,regucalcin
TC013048,regucalcin
TC013049,smp-30
TC013050,regucalcin
TC013051,regucalcin
TC013052,Karybeta3
TC013053,CG1078
TC013055,l(3)82Fd
TC013056,CG4095
TC013057,arginase
TC013058,pav
TC013059,CG8399
TC013060,CG17938
TC013061,Aats-ala
TC013062,CG10723
TC013063,RpABC14
TC013064,CG7456
TC013067,unc-5
TC013073,CG13287
TC013074,BcDNA:GH05095
TC013075,CG4080
TC013076,lat
TC013078,CG11268
TC013079,CG11258
TC013080,CG10446
TC013081,CG11267
TC013082,CG6287
TC013083,CG17540
TC013084,CG3355
TC013085,CG1347
TC013086,RpL13
TC013087,mei-W68
TC013089,CG8765
TC013090,CG5981
TC013091,mth
TC013093,CG5030
TC013094,neuroligin
TC013095,neuroligin
TC013096,CG10806
TC013098,ab
TC013099,ab
TC013103,CG9379
TC013107,CG6412
TC013108,qua
TC013109,CG4901
TC013110,CG1287
TC013112,BcDNA:GH07643
TC013113,BcDNA:GH07643
TC013114,BcDNA:GH07643
TC013115,CG10133
TC013116,CG18472
TC013117,CG9752
TC013118,Cdc37
TC013119,CG1751
TC013123,CG5047
TC013125,CG9932
TC013126,CG13222
TC013127,CG13214
TC013128,CG8496
TC013129,CG8496
TC013130,CG8505
TC013131,CG8496
TC013132,Lcp65Ac
TC013133,CG13214
TC013134,CG13214
TC013135,CG8505
TC013136,CG8496
TC013137,CG8511
TC013138,CG8515
TC013139,CG8496
TC013142,CG12317
TC013143,Taf80
TC013146,Hr38
TC013148,l(2)35Aa
TC013149,Pbprp3
TC013150,CG11190
TC013151,CG2843
TC013156,CG8519
TC013163,D
TC013165,CG7345
TC013166,CG7345
TC013167,CycB3
TC013168,RpL1
TC013171,CG1358
TC013172,CG12969
TC013174,CG6723
TC013175,CG18347
TC013178,CG11274
TC013179,CG4751
TC013181,CG4561
TC013182,CG15738
TC013184,CG16758
TC013185,CG1461
TC013186,mnd
TC013187,Cdc42
TC013189,crol
TC013190,Hk
TC013191,CG5001
TC013192,CG5114
TC013193,CG8424
TC013194,CG6153
TC013195,CG9259
TC013196,CG15151
TC013201,CG1938
TC013202,CG4523
TC013203,ab
TC013204,CG2261
TC013205,BG:DS00797.1
TC013206,CG17498
TC013210,CG2202
TC013211,CG11699
TC013212,CG1515
TC013214,CG3861
TC013215,CG5894
TC013217,CG4241
TC013218,Stat92E
TC013220,CadN
TC013221,CadN
TC013225,CadN
TC013226,CadN
TC013227,CadN
TC013228,CG3615
TC013230,shark
TC013231,CG14413
TC013234,CG4207
TC013235,bys
TC013240,CG7950
TC013241,sima
TC013242,CG9795
TC013243,CG6180
TC013245,fkh
TC013247,CG15860
TC013248,CG7800
TC013249,CG8043
TC013251,CG12795
TC013252,CG9003
TC013253,CG7477
TC013254,CG4789
TC013255,CG4324
TC013256,CG12333
TC013259,CG10565
TC013260,CG4785
TC013262,CG8529
TC013264,CG12134
TC013272,CG14394
TC013273,CG8588
TC013275,CG8588
TC013276,CG16705
TC013277,ea
TC013278,ea
TC013279,ea
TC013280,ea
TC013283,CG3896
TC013284,CG11980
TC013293,CG8886
TC013294,CG3817
TC013295,CG9361
TC013296,CG5597
TC013301,CG4548
TC013303,CG1520
TC013304,CG9972
TC013306,Acp65Aa
TC013307,Lcp65Ac
TC013308,CG7441
TC013309,CG8045
TC013310,sp5
TC013311,CG1049
TC013312,CG1049
TC013313,CG7314
TC013314,TMS1d
TC013316,CG9250
TC013318,Mov34
TC013319,CG2893
TC013320,CG12061
TC013321,CG17415
TC013322,Pbprp3
TC013323,Pbprp3
TC013324,CG4110
TC013325,CG8149
TC013326,CG1299
TC013327,RpL8
TC013328,CG9748
TC013331,al
TC013332,al
TC013335,Taf60
TC013336,CG7420
TC013337,CG6405
TC013338,CG7871
TC013339,CG9867
TC013340,Alas
TC013341,CG17883
TC013346,ck
TC013347,mus201
TC013348,Cbp20
TC013349,CG14551
TC013350,CG13617
TC013351,CG2794
TC013352,CG2794
TC013353,CG15434
TC013355,CG5031
TC013356,CG4780
TC013357,CG2934
TC013360,CG14693
TC013365,Sec61beta
TC013367,CG12701
TC013368,CG5458
TC013369,BcDNA:GH06193
TC013370,CG12129
TC013371,CG7200
TC013372,CG6093
TC013376,CG10621
TC013377,BcDNA:LD21192
TC013378,CG7354
TC013379,CG5174
TC013380,zinc-finger-motif-protein
TC013381,CG8959
TC013382,CG6729
TC013383,CG4230
TC013384,CG2972
TC013385,CG12366
TC013389,sp3
TC013390,CG6199
TC013391,CG8486
TC013392,CG8486
TC013394,CG9834
TC013395,CG7371
TC013396,CG14549
TC013401,Ddc
TC013402,amd
TC013403,CG10407
TC013404,CG10264
TC013405,CG4428
TC013407,CG6630
TC013408,c12.1
TC013409,CG1718
TC013410,CG10298
TC013411,CG18594
TC013412,CG6180
TC013413,CG12375
TC013414,CG1810
TC013415,snk
TC013416,snk
TC013417,CG8419
TC013419,CG3009
TC013420,CG3009
TC013421,yip7
TC013422,CG7955
TC013424,CG12213
TC013425,CG2202
TC013427,EG:100G10.2
TC013428,CG13030
TC013429,Nmda1
TC013430,CG6664
TC013431,RpS4
TC013432,MTF-1
TC013433,Cyp6a16
TC013434,CG7709
TC013447,Or43a
TC013448,CG9782
TC013449,CG7240
TC013450,CG14321
TC013451,CG6724
TC013453,cni
TC013455,Ank2
TC013456,CG8356
TC013457,pcm
TC013459,CG2118
TC013460,CG6268
TC013464,CG5958
TC013465,CG5973
TC013469,SP555
TC013470,CG3887
TC013472,Cg25C
TC013474,CG11243
TC013477,CG1475
TC013479,Catsup
TC013480,Ddc
TC013482,sif
TC013483,sif
TC013484,CG11976
TC013486,Glut1
TC013487,Glut1
TC013488,Glut1
TC013489,CG5823
TC013490,CG4210
TC013491,CG4164
TC013492,CG16854
TC013493,neb
TC013494,CG4124
TC013495,CG2818
TC013496,CG14925
TC013501,salm
TC013502,CG7373
TC013503,CG10870
TC013504,CG11923
TC013505,CG16798
TC013506,CG7382
TC013507,CG7356
TC013508,CG7356
TC013511,CG6634
TC013513,H15
TC013515,CG3077
TC013516,CG8972
TC013517,CG7414
TC013519,La
TC013520,ome
TC013521,CG3037
TC013522,Akap550
TC013523,BG:DS00941.12
TC013524,BG:DS00941.11
TC013525,CG11852
TC013527,CG13295
TC013528,CG10689
TC013529,spn-B
TC013530,Hsf
TC013531,CG17492
TC013532,CG3764
TC013534,312
TC013535,CG18635
TC013536,CG3203
TC013538,Ror
TC013541,CG4133
TC013542,CG9318
TC013543,CG2118
TC013545,Ugt
TC013546,CG12298
TC013550,CG16733
TC013551,CG8111
TC013552,CG17138
TC013553,hb
TC013555,TfIIFbeta
TC013556,CG6746
TC013559,CG1124
TC013560,CG2016
TC013561,CG10407
TC013562,CG10407
TC013564,Atu
TC013565,MAPk-Ak2
TC013566,CG14552
TC013567,CG1600
TC013568,CG7549
TC013569,tacc
TC013570,shg
TC013571,Snap
TC013572,CG7472
TC013573,smi35A
TC013574,CG5355
TC013575,CG12851
TC013576,CG12851
TC013578,CG11798
TC013579,CG12919
TC013580,CG2269
TC013581,CG9084
TC013582,CG5367
TC013585,katanin-60
TC013586,osa
TC013587,CG8711
TC013589,CG1412
TC013590,Caps
TC013591,CG10425
TC013592,CG1453
TC013593,CG10272
TC013594,p38b
TC013595,CG12991
TC013596,Argk
TC013598,CG8983
TC013600,CG5663
TC013601,CG7003
TC013603,CG2540
TC013604,CG6606
TC013607,argos
TC013608,CG4541
TC013609,rb
TC013613,CG7432
TC013614,NK7.1
TC013620,CG14745
TC013622,CG4117
TC013623,CG10339
TC013624,larp
TC013625,Rlip
TC013626,EG:23E12.2
TC013627,CG18304
TC013628,CG18522
TC013629,CG10198
TC013630,fd96Ca
TC013632,CG1084
TC013633,CG4128
TC013635,CG10323
TC013642,Glu-RA
TC013643,Glu-RA
TC013646,CG1732
TC013647,CG17270
TC013648,Zw
TC013649,CG13379
TC013650,CG7497
TC013651,CG3108
TC013652,Xpac
TC013653,CG8234
TC013654,CG14340
TC013655,CG12593
TC013657,CG10407
TC013658,CG10407
TC013659,CG10407
TC013660,CG10407
TC013661,CG15918
TC013662,CG15918
TC013667,BcDNA:LD21129
TC013668,CG10722
TC013669,CG3267
TC013670,CG7179
TC013676,CG10877
TC013677,CG13994
TC013679,Cyp4c3
TC013680,Cyp4c3
TC013681,Cyp4c3
TC013682,EG:BACR25B3.3
TC013683,Hsp60
TC013684,BcDNA:GH03922
TC013685,BcDNA:GH03922
TC013686,CG4713
TC013687,Ih
TC013689,ush
TC013690,CG4108
TC013691,CG10107
TC013692,CG6537
TC013693,trbl
TC013694,trbl
TC013697,CG2225
TC013698,CG7372
TC013699,CG17446
TC013701,Alhambra
TC013702,CG4420
TC013703,CG9293
TC013704,CG6656
TC013705,CG14082
TC013706,mys
TC013707,CG4969
TC013708,Wnt4
TC013709,CG5233
TC013711,crol
TC013712,DNApol-alpha180
TC013713,Mcm7
TC013714,EG:63B12.12
TC013715,CG11759
TC013716,CG1283
TC013717,CG2008
TC013718,Ac78C
TC013719,CG9259
TC013720,CG9259
TC013721,Ac78C
TC013722,Ac78C
TC013723,Bgb
TC013724,CG6185
TC013726,CG3792
TC013727,l(2)37Cc
TC013737,CG14234
TC013738,CG5802
TC013739,CG9541
TC013740,CG9344
TC013741,CG9627
TC013742,ck
TC013743,CG14213
TC013744,IGF-II
TC013745,CG6723
TC013746,Act5C
TC013747,CG10444
TC013748,CG6723
TC013749,CG4562
TC013750,CG4562
TC013751,CG7627
TC013752,CG7627
TC013753,Hs2st
TC013754,CG8444
TC013756,CG11914
TC013758,CG9959
TC013759,eIF-4E
TC013762,CG7439
TC013765,ninaE
TC013766,CG6860
TC013767,CG3305
TC013768,CG8663
TC013770,brn
TC013772,Cyp4d14
TC013773,Cyp4d14
TC013774,CG15403
TC013776,CG17036
TC013777,ben
TC013779,InR
TC013780,CG2200
TC013781,CG11388
TC013782,CG6778
TC013784,CG4040
TC013785,CG5952
TC013786,CG13920
TC013787,BG:DS04929.3
TC013788,gatA
TC013789,CG1675
TC013790,CG9881
TC013791,CG3083
TC013792,CG17156
TC013793,tap
TC013794,CG15448
TC013795,CG15448
TC013796,CG9973
TC013798,CG2083
TC013799,ko
TC013800,ko
TC013801,ko
TC013802,ko
TC013803,dock
TC013804,Arr1
TC013805,CG3662
TC013806,CG14722
TC013807,CG15432
TC013808,CG13670
TC013809,CG7072
TC013810,CG7072
TC013811,CG1919
TC013812,CG13935
TC013814,CG9295
TC013815,CG9295
TC013816,CG1919
TC013817,CG1919
TC013818,CG13935
TC013819,CG13935
TC013820,CG7072
TC013821,CG9290
TC013822,CG9290
TC013823,CG13935
TC013824,CG13935
TC013825,CG7076
TC013826,CG1919
TC013827,CG9290
TC013828,CG9290
TC013829,CG6000
TC013830,Buffy
TC013831,CG15284
TC013832,CG13419
TC013835,CG6617
TC013837,CG18769
TC013838,CG4908
TC013839,CG14881
TC013840,Fcp3C
TC013842,ttk
TC013843,ttk
TC013844,CG7357
TC013848,CG5030
TC013849,CG18291
TC013857,CG4374
TC013858,CG12113
TC013859,CG11963
TC013860,CG9311
TC013861,Baldspot
TC013862,CG3691
TC013863,Rlc1
TC013866,trpgamma
TC013867,beta'Cop
TC013868,CG16892
TC013869,CG10874
TC013870,TfIIEalpha
TC013871,crol
TC013872,mod(r)
TC013873,CG15191
TC013874,CG14216
TC013875,CG8569
TC013876,eIF-4G
TC013878,CG2221
TC013879,CG5705
TC013881,BG:DS01068.4
TC013882,CG11063
TC013883,dbo
TC013884,CG9281
TC013885,CG7292
TC013886,CG14101
TC013887,CG4573
TC013890,CG14939
TC013891,Rab14
TC013892,CG2016
TC013893,CG6119
TC013894,CG2105
TC013895,CG9893
TC013896,CG7628
TC013897,CG7628
TC013905,DnaJ-1
TC013906,CG5828
TC013907,CG5026
TC013909,CG8821
TC013911,CG3244
TC013912,Asx
TC013913,CG8863
TC013915,CG2667
TC013916,CG7427
TC013917,Idgf4
TC013918,Idgf4
TC013920,CG14613
TC013921,CG9586
TC013922,gft
TC013923,CG8674
TC013924,CG6549
TC013925,yps
TC013927,Gnf1
TC013928,CG5842
TC013930,CG17163
TC013931,CG2968
TC013932,CG3356
TC013933,CG4630
TC013937,EG:BACN32G11.5
TC013938,CG17138
TC013939,CG1109
TC013940,RnrS
TC013941,CG7224
TC013942,CG11376
TC013943,CG12258
TC013944,BcDNA:LD21213
TC013945,CG6111
TC013946,CG17360
TC013947,CG7967
TC013948,Gst2
TC013949,CG10470
TC013954,CG5030
TC013956,CG18291
TC013958,CG5030
TC013962,CG12148
TC013963,CG18291
TC013968,CG3246
TC013971,CG13972
TC013975,CG6540
TC013979,5-HT2
TC013982,CG8007
TC013984,Clp
TC013985,CG13196
TC013987,CG7072
TC013988,CG7076
TC013990,CG1919
TC013992,CG9290
TC013993,sfl
TC013994,CG1291
TC013995,CG10523
TC013997,tim
TC013998,CG11808
TC014000,CG6151
TC014005,CG9112
TC014006,CG1041
TC014007,CG4111
TC014008,CG6236
TC014009,CG3911
TC014011,cno
TC014012,cno
TC014013,CG16817
TC014014,CG10126
TC014015,CG7358
TC014017,gbb
TC014018,gbb
TC014020,CG6516
TC014021,CG18460
TC014022,CG5195
TC014023,polo
TC014024,CG9339
TC014025,CG9562
TC014026,Dredd
TC014027,usp
TC014029,CG4796
TC014030,Nrv2
TC014031,CG8663
TC014032,Nrv2
TC014033,Nrv2
TC014037,Stam
TC014039,Sulf1
TC014040,CG4495
TC014041,CG6416
TC014042,BG4
TC014045,msl-1
TC014046,CG7849
TC014047,CG7483
TC014048,CG9346
TC014051,CG17146
TC014052,CG17146
TC014053,CG13587
TC014054,CG8891
TC014055,fz
TC014056,CG6621
TC014065,SoxN
TC014067,CG7291
TC014068,CG3153
TC014069,CG3153
TC014074,katanin-80
TC014075,RpIII128
TC014076,byn
TC014078,CG9259
TC014079,CG9259
TC014080,CG9259
TC014081,hyd
TC014082,CG11158
TC014083,CG5233
TC014084,wg
TC014085,CG7962
TC014086,Wnt2
TC014087,ninaC
TC014088,CG3036
TC014089,CG4562
TC014090,CG4562
TC014091,CG7627
TC014092,CG7627
TC014093,CG10026
TC014094,CG10026
TC014095,CG10026
TC014096,CG10026
TC014097,CG10237
TC014098,Ac3
TC014099,Ank2
TC014100,CG8748
TC014101,CG8756
TC014102,CG3768
TC014103,CG3768
TC014104,CG10005
TC014105,CG10066
TC014106,CG10655
TC014107,CG1434
TC014109,CG6572
TC014110,Rab-RP4
TC014111,cmet
TC014112,CG9524
TC014113,eIF-4a
TC014114,chic
TC014115,chic
TC014116,CG6749
TC014119,CG9140
TC014120,CG11342
TC014121,CG10528
TC014124,CG4427
TC014125,Cyp4c3
TC014127,CG8451
TC014129,CG5708
TC014132,CG7075
TC014134,CG7191
TC014135,smi35A
TC014136,CG5728
TC014137,CG3210
TC014139,CG9326
TC014142,CG7475
TC014143,Pka-C1
TC014144,CG12926
TC014145,CG7511
TC014147,CG15918
TC014149,mm
TC014151,CG5038
TC014152,CG6188
TC014155,CG8654
TC014156,CG8654
TC014159,Hmgcr
TC014160,Src42A
TC014162,CG11320
TC014163,CG5886
TC014165,Rab-RP1
TC014166,CG5028
TC014167,CG17180
TC014168,CG1783
TC014172,CG12601
TC014173,CG5383
TC014174,CG10220
TC014175,CG17271
TC014177,CG5618
TC014179,Sema-1a
TC014180,CG3558
TC014181,Nrk
TC014183,RpL13
TC014184,CG18431
TC014185,fd96Ca
TC014187,CG7134
TC014189,Ret
TC014191,CG5735
TC014193,CG12733
TC014196,CG10706
TC014197,CG15723
TC014200,HGTX
TC014202,ferrochelatase
TC014203,CG3953
TC014204,CG7375
TC014205,CG1081
TC014207,Klp64D
TC014208,CG6194
TC014209,CG5599
TC014210,CG11811
TC014211,NepYr
TC014213,CG8668
TC014214,Scamp
TC014215,CG9523
TC014217,bip2
TC014218,CG7475
TC014219,CG10978
TC014220,CG11665
TC014222,CG11807
TC014224,Pi3K21B
TC014225,HLH106
TC014226,Khc-73
TC014227,CG3860
TC014228,CG3609
TC014229,CG3609
TC014230,CG3597
TC014231,CG3597
TC014234,EG:52C10.2
TC014236,HDAC2
TC014237,CG6680
TC014238,CG7624
TC014239,CG11693
TC014240,CG5676
TC014241,CG7187
TC014242,blow
TC014243,CG18112
TC014244,Klp61F
TC014245,BcDNA:GH07485
TC014246,Kr-h1
TC014247,CG8531
TC014248,CG10407
TC014249,CG15497
TC014250,Gap1
TC014251,CG17922
TC014253,CG13502
TC014254,CG9585
TC014256,tgo
TC014257,CG7168
TC014258,CG1965
TC014260,CG8734
TC014265,CG4871
TC014266,CG4859
TC014267,CG13596
TC014268,CG13595
TC014269,CG6353
TC014270,Wnt2
TC014271,CG10473
TC014272,CG11488
TC014273,Tpr2
TC014274,Cyp315a1
TC014275,CG3660
TC014276,CG9332
TC014278,CG17664
TC014279,CG4019
TC014280,CG17662
TC014281,CG4019
TC014283,alpha-Man-IIb
TC014284,crol
TC014285,CG5048
TC014286,Dox-A2
TC014287,CG10492
TC014288,CG4840
TC014289,CG4800
TC014290,spir
TC014291,CG4622
TC014293,CG4390
TC014294,dre4
TC014295,CG7943
TC014296,CG6634
TC014297,CG13784
TC014298,CG4502
TC014299,CG10679
TC014300,CG18398
TC014301,CG14351
TC014308,CG10757
TC014309,CG10721
TC014310,CG1716
TC014311,CG8288
TC014312,CG18783
TC014313,Glut1
TC014314,CG5195
TC014317,CG10561
TC014319,CG15173
TC014321,Pkg21D
TC014326,vkg
TC014327,BcDNA:GM14618
TC014328,CG15765
TC014329,CG10237
TC014330,Tbh
TC014333,CG5045
TC014334,CG9333
TC014335,fray
TC014336,CG10628
TC014337,BG:DS02740.9
TC014338,CG2855
TC014339,CG3820
TC014340,SA
TC014342,CG1770
TC014343,CG6869
TC014344,CG14621
TC014345,EG:125H10.1
TC014346,Cyp6a23
TC014347,msta
TC014348,CG3132
TC014350,vvl
TC014359,Cyp6a2
TC014360,Cyp6a23
TC014361,Cyp6a2
TC014362,RpL19
TC014363,CG16718
TC014364,CG8430
TC014366,CG6536
TC014368,CG18547
TC014370,CG7151
TC014371,CG10099
TC014372,CG5537
TC014373,CG13296
TC014374,Gcn2
TC014375,CG6483
TC014376,CG13933
TC014377,CG8580
TC014378,CG12772
TC014379,CG7627
TC014380,CG7627
TC014381,CG7627
TC014382,CG4562
TC014383,CG17338
TC014384,CG7627
TC014385,CG7627
TC014386,CG7627
TC014387,CG3036
TC014388,CG3036
TC014389,CG2640
TC014391,CG10477
TC014392,CG10298
TC014393,CG8602
TC014394,CG14221
TC014395,CG18130
TC014396,BcDNA:LD21794
TC014397,CG10407
TC014398,CG8092
TC014400,Lim3
TC014402,Ace
TC014403,CG7627
TC014404,BG:DS01523.2
TC014405,RpS18
TC014407,CG1635
TC014408,CG7607
TC014409,CG14141
TC014410,Gbeta76C
TC014412,CG8680
TC014413,Hel25E
TC014415,CG9003
TC014416,Su(dx)
TC014417,CG6451
TC014418,SdhB
TC014419,CG6643
TC014420,CG6643
TC014421,CG6643
TC014422,BcDNA:GM06434
TC014423,CG6997
TC014424,CG7321
TC014425,CG12802
TC014427,CG11676
TC014428,CG6884
TC014432,CG6154
TC014433,CG9822
TC014434,CG12264
TC014435,CG9319
TC014436,CG12015
TC014437,ApepP
TC014438,CG11321
TC014439,CG11321
TC014440,CG8732
TC014442,CG2950
TC014443,CG11030
TC014444,CG11266
TC014445,CG5841
TC014447,CG5841
TC014452,CG5841
TC014453,CG5219
TC014454,BG:DS00929.4
TC014455,CG5603
TC014456,crol
TC014457,CG8244
TC014458,Gs1l
TC014459,CG10624
TC014460,CG10624
TC014461,EG:80H7.2
TC014463,CG8666
TC014464,CG5253
TC014465,karyopherin-alpha3
TC014466,Grip91
TC014467,Paf-AHalpha
TC014468,Su(H)
TC014470,CG9131
TC014471,CG13273
TC014474,wor
TC014478,CG18858
TC014480,CG18173
TC014481,CG5446
TC014482,CG9172
TC014483,CG2508
TC014485,Kr-h1
TC014486,Pbprp3
TC014487,CG8681
TC014488,CG2893
TC014489,CG11820
TC014491,CG5195
TC014492,BG:DS01068.6
TC014493,CG3831
TC014494,Ptpa
TC014495,CG15168
TC014497,Lcp65Ac
TC014498,CG10461
TC014499,CG10461
TC014500,CG10461
TC014501,CG7072
TC014502,CG1136
TC014503,CG10933
TC014504,CG8312
TC014505,CG2852
TC014506,BcDNA:LD14168
TC014509,pnt
TC014512,pnt
TC014513,Khc-73
TC014514,CG5919
TC014515,CG6547
TC014516,spn-E
TC014517,CG4089
TC014518,Rab8
TC014519,CG3756
TC014528,CG16779
TC014530,CG8588
TC014531,PebIII
TC014532,PebIII
TC014533,PebIII
TC014534,CG9358
TC014535,CG9358
TC014536,CG9416
TC014537,CG15078
TC014539,CG11200
TC014540,CG11200
TC014541,CG16745
TC014542,CG6617
TC014543,G-oalpha47A
TC014544,CycB
TC014546,Dph5
TC014547,CG14687
TC014549,CG2304
TC014550,CG2304
TC014553,CG13693
TC014554,CG12288
TC014556,corto
TC014560,CG8491
TC014561,CG11164
TC014562,CG12141
TC014563,CG7857
TC014564,Ahcy13
TC014566,dally
TC014567,CG16973
TC014568,CG16973
TC014571,BG:DS00941.3
TC014572,CG7809
TC014573,Pkg21D
TC014574,Pros28.1
TC014579,CG5343
TC014580,CG5805
TC014581,CG17272
TC014582,DebB
TC014583,CG10184
TC014584,CG10034
TC014586,CG3270
TC014587,CG10098
TC014588,CG3861
TC014589,CG7627
TC014590,CG7176
TC014592,CG10463
TC014594,CG15415
TC014595,CG5620
TC014596,CG1399
TC014598,twi
TC014600,CG7323
TC014601,CG6401
TC014602,GM130
TC014604,CG18436
TC014606,Hsp83
TC014607,CG13644
TC014609,CG8256
TC014610,CG11023
TC014611,CG6149
TC014612,Mo25
TC014613,CG1081
TC014616,CG15151
TC014617,sina
TC014620,Axs
TC014621,CG5758
TC014622,Mct1
TC014623,CG9135
TC014624,CG6525
TC014625,CG1316
TC014626,BcDNA:GH02712
TC014627,CG13284
TC014629,CG11122
TC014630,CG4452
TC014631,CG10231
TC014632,CG13124
TC014633,CG4705
TC014634,CG2666
TC014635,CG7197
TC014636,CG14030
TC014637,Cg25C
TC014638,CG17672
TC014639,CG14238
TC014640,EG:152A3.3
TC014641,Cyp4c3
TC014642,CG10057
TC014644,l(2)efl
TC014646,CG14325
TC014647,CG8583
TC014648,l(3)70Da
TC014650,D
TC014651,CG18302
TC014652,Lip1
TC014653,CG7329
TC014658,trn
TC014659,CG17510
TC014661,CG5534
TC014663,CG11048
TC014664,TepIII
TC014666,Trf2
TC014667,SNF4Agamma
TC014668,SNF4Agamma
TC014672,Fs(2)Ket
TC014673,CG9317
TC014674,Nle
TC014675,CG4076
TC014676,CG7041
TC014677,BcDNA:LD21293
TC014679,CG1453
TC014680,BcDNA:GH12558
TC014681,CG4405
TC014684,CG4405
TC014685,CG8496
TC014686,CG8496
TC014687,CG4382
TC014689,CG17221
TC014690,veg
TC014691,dib
TC014692,CG6449
TC014693,CG7011
TC014695,bor
TC014696,CG7466
TC014697,CG7466
TC014698,CG7466
TC014699,COQ7
TC014700,BcDNA:GH07643
TC014701,BcDNA:GH07643
TC014704,CG5375
TC014705,Rhk
TC014706,CG9496
TC014707,CG17068
TC014708,CG11172
TC014710,Dhc36C
TC014712,CG5545
TC014713,BcDNA:GH09817
TC014714,CG9515
TC014715,CG8965
TC014716,BG:DS00929.3
TC014720,CG8496
TC014721,Ca-beta
TC014725,CG9175
TC014726,crol
TC014727,CG11034
TC014728,ome
TC014730,gcm
TC014731,CG14003
TC014732,crol
TC014733,CG12261
TC014734,PR2
TC014735,PR2
TC014736,ast
TC014737,CG12730
TC014741,CG5249
TC014742,CG17334
TC014743,CG7962
TC014749,CG7509
TC014750,CG17768
TC014751,CG4497
TC014752,drongo
TC014753,CG10333
TC014754,CG13390
TC014755,CG17293
TC014756,TfIIS
TC014757,CG7808
TC014758,CG6501
TC014759,CG10103
TC014760,CG10616
TC014761,CG13024
TC014762,CG10080
TC014763,CG10536
TC014767,CG5169
TC014770,CG8496
TC014771,CG8496
TC014772,CG6024
TC014773,wb
TC014774,Pcaf
TC014775,CG14709
TC014776,CG17338
TC014777,CG6095
TC014779,CG12531
TC014780,CG12237
TC014781,b6
TC014782,CG7500
TC014783,b6
TC014785,CG12750
TC014786,Rab5
TC014787,BG:DS02740.2
TC014788,rtGEF
TC014789,CG2614
TC014790,CG7158
TC014791,CG12129
TC014792,CG8155
TC014793,CG15356
TC014794,CG8475
TC014795,CG6414
TC014797,CG11940
TC014798,CG12701
TC014802,CG6468
TC014804,CG5523
TC014806,CG9932
TC014807,BcDNA:GH06032
TC014808,CG8582
TC014809,CG7955
TC014810,CG6652
TC014811,CG10585
TC014812,CG10585
TC014813,beat
TC014814,CG18729
TC014815,CG4451
TC014816,CG11967
TC014817,a
TC014819,CG9743
TC014820,CG8630
TC014821,Fad
TC014823,alpha-Est6
TC014824,Lap1
TC014825,Ank
TC014826,BcDNA:LD22548
TC014828,BcDNA:LD22548
TC014830,CG2485
TC014836,CG18665
TC014837,CG18665
TC014843,CG18665
TC014850,CG12579
TC014853,CG2485
TC014857,CG10903
TC014858,CG7772
TC014859,CG15694
TC014860,Mer
TC014862,BcDNA:GH06032
TC014863,CG1909
TC014865,CG9572
TC014867,CG5245
TC014868,CG5166
TC014869,CG5143
TC014870,CG5143
TC014872,CG8249
TC014873,CG8249
TC014874,CG8249
TC014875,CG8249
TC014876,CG8249
TC014877,CG8249
TC014878,CG10407
TC014879,CalpA
TC014880,CG4562
TC014881,Ih
TC014882,Gbeta13F
TC014883,gammaTub23C
TC014885,CG3823
TC014886,CG12581
TC014887,antdh
TC014888,CG3044
TC014890,karyopherin-alpha1
TC014893,CG1534
TC014894,CG17397
TC014897,CG1418
TC014899,crol
TC014900,crol
TC014901,CG9822
TC014902,CG4351
TC014903,CG18361
TC014904,Mvl
TC014905,CG3639
TC014907,CG8193
TC014909,CG9701
TC014910,CG14562
TC014911,CG12162
TC014916,CG1211
TC014917,CG3823
TC014918,CG3420
TC014919,CG10074
TC014920,CG9171
TC014921,Mad
TC014923,Es2
TC014924,Mad
TC014925,Es2
TC014926,Es2
TC014927,CG15349
TC014929,Jafrac1
TC014930,CG6592
TC014931,CG2909
TC014932,Ets97D
TC014933,CG4957
TC014935,EG:BACR7C10.2
TC014936,CG7154
TC014939,Lim1
TC014942,Fas3
TC014944,CG6968
TC014945,CG6968
TC014946,BcDNA:GH08773
TC014947,CG9596
TC014948,Gug
TC014949,Gug
TC014950,CG12189
TC014951,CG3829
TC014952,Ank
TC014953,CG9801
TC014954,emp
TC014955,CG13520
TC014956,CG3495
TC014957,yl
TC014960,CG3367
TC014962,Sulf1
TC014963,CG12396
TC014965,CG1349
TC014966,CG3338
TC014968,CG3187
TC014971,Flo-2
TC014972,CG1115
TC014973,EG:63B12.4
TC014974,CG16779
TC014975,CG12926
TC014976,CG2663
TC014977,CG2663
TC014979,CG6952
TC014980,CG9602
TC014982,CG1443
TC014984,Sep1
TC014985,CG15015
TC014986,Hr39
