Gene_ID,ODB7_OG_ID
TC004811,EOG7Q5VDQ
TC006037,EOG7Q5VDR
TC006163,EOG7Q5VDW
TC002382,EOG7Q5VF0
TC011085,EOG7Q5VF8
TC009209,EOG7Q5VF9
TC014013,EOG7Q5VFC
TC011008,EOG7Q5VGK
TC001750,EOG7Q8QM3
TC010807,EOG7Q8QM4
TC013052,EOG7Q8QM5
TC011512,EOG7Q8QM6
TC014610,EOG7Q8QM7
TC008020,EOG7Q8QMG
TC011052,EOG7Q8QMH
TC000459,EOG7Q8QMK
TC013631,EOG7Q8QMM
TC006497,EOG7Q8QMN
TC009621,EOG7Q8QMP
TC016023,EOG7Q8QMR
TC015534,EOG7Q8QMT
TC009213,EOG7Q8QN2
TC010166,EOG7Q8QN3
TC008402,EOG7Q8QNB
TC003247,EOG7Q8QNG
TC000667,EOG7Q8QNJ
TC012805,EOG7Q8QNM
TC007304,EOG7Q8QNQ
TC014210,EOG7Q8QNR
TC013693,EOG7Q8QNS
TC013534,EOG7Q8QNV
TC006162,EOG7Q8QP1
TC004179,EOG7Q8QPG
TC006905,EOG7Q8QPG
TC009273,EOG7Q8QPG
TC010393,EOG7Q8QPG
TC011455,EOG7Q8QPG
TC015253,EOG7Q8QPG
TC015454,EOG7Q8QPG
TC007653,EOG7Q8QPQ
TC001426,EOG7Q8QR0
TC005729,EOG7Q8QRC
TC005731,EOG7Q8QRC
TC003199,EOG7QCKV1
TC001225,EOG7QCKV2
TC007341,EOG7QCKV2
TC007754,EOG7QCKV2
TC009978,EOG7QCKV2
TC011389,EOG7QCKV3
TC008653,EOG7QCKV4
TC001014,EOG7QCKV5
TC004399,EOG7QCKV7
TC012280,EOG7QCKV8
TC002960,EOG7QCKVB
TC001089,EOG7QCKVC
TC015324,EOG7QCKVF
TC006018,EOG7QCKVG
TC011843,EOG7QCKVJ
TC013553,EOG7QCKVN
TC007990,EOG7QCKVP
TC014735,EOG7QCKVQ
TC007394,EOG7QCKVS
TC030590,EOG7QCKVT
TC007615,EOG7QCKVV
TC012058,EOG7QCKVW
TC012059,EOG7QCKVW
TC001907,EOG7QCKVZ
TC007102,EOG7QCKVZ
TC001237,EOG7QCKW0
TC001982,EOG7QCKW9
TC000101,EOG7QCKWK
TC006319,EOG7QCKWR
TC014545,EOG7QCKWT
TC004821,EOG7QCKWX
TC013931,EOG7QCKX1
TC001993,EOG7QCKX2
TC004333,EOG7QCKX2
TC004341,EOG7QCKX2
TC004346,EOG7QCKX2
TC005241,EOG7QCKX2
TC006075,EOG7QCKX2
TC010615,EOG7QCKX2
TC011484,EOG7QCKX2
TC012884,EOG7QCKX2
TC016169,EOG7QCKX2
TC013129,EOG7QCKX4
TC012536,EOG7QCKXH
TC006081,EOG7QCKXP
TC012491,EOG7QGG2Z
TC008718,EOG7QGG30
TC004585,EOG7QGG31
TC008009,EOG7QGG32
TC015731,EOG7QGG33
TC012616,EOG7QGG34
TC014376,EOG7QGG35
TC003262,EOG7QGG36
TC010681,EOG7QGG37
TC003699,EOG7QGG38
TC002116,EOG7QGG39
TC004630,EOG7QGG3B
TC009122,EOG7QGG3G
TC009549,EOG7QGG3K
TC002023,EOG7QGG3N
TC005256,EOG7QGG3N
TC016397,EOG7QGG3N
TC006811,EOG7QGG3S
TC009023,EOG7QGG3W
TC000616,EOG7QGG3Z
TC014561,EOG7QGG40
TC006560,EOG7QGG41
TC003250,EOG7QGG42
TC008716,EOG7QGG43
TC013727,EOG7QGG47
TC013759,EOG7QGG48
TC011946,EOG7QGG4B
TC010740,EOG7QGG4G
TC012212,EOG7QGG4K
TC008903,EOG7QGG4X
TC015036,EOG7QGG53
TC015494,EOG7QGG54
TC013647,EOG7QGG5B
TC000850,EOG7QGG5G
TC010670,EOG7QKB9V
TC006687,EOG7QKB9X
TC009070,EOG7QKBB0
TC009071,EOG7QKBB0
TC009081,EOG7QKBB0
TC002652,EOG7QKBB3
TC012437,EOG7QKBB4
TC015240,EOG7QKBB7
TC005714,EOG7QKBB8
TC002857,EOG7QKBBB
TC002552,EOG7QKBBD
TC000223,EOG7QKBBH
TC010126,EOG7QKBBK
TC007790,EOG7QKBBR
TC012152,EOG7QKBBT
TC016333,EOG7QKBBT
TC012775,EOG7QKBBZ
TC010871,EOG7QKBC1
TC008400,EOG7QKBC4
TC013484,EOG7QKBC7
TC006148,EOG7QKBCD
TC009150,EOG7QKBCF
TC009214,EOG7QKBCK
TC008077,EOG7QKBCM
TC015068,EOG7QKBCN
TC000476,EOG7QKBCP
TC005427,EOG7QKBCT
TC010121,EOG7QKBCX
TC004987,EOG7QKBD2
TC004016,EOG7QKBD4
TC015587,EOG7QKBD7
TC015150,EOG7QP6JT
TC009802,EOG7QP6JV
TC015622,EOG7QP6JX
TC012483,EOG7QP6JZ
TC015562,EOG7QP6K2
TC004107,EOG7QP6K3
TC014039,EOG7QP6K6
TC015151,EOG7QP6K7
TC015152,EOG7QP6K7
TC015567,EOG7QP6K7
TC004202,EOG7QP6K9
TC012911,EOG7QP6K9
TC009525,EOG7QP6KC
TC013369,EOG7QP6KD
TC000949,EOG7QP6KF
TC010769,EOG7QP6KG
TC005392,EOG7QP6KJ
TC012681,EOG7QP6KK
TC015392,EOG7QP6KR
TC015583,EOG7QP6KR
TC010401,EOG7QP6KS
TC015944,EOG7QP6KT
TC014503,EOG7QP6KW
TC012889,EOG7QP6KX
TC010857,EOG7QP6M2
TC001653,EOG7QP6M4
TC016411,EOG7QP6M4
TC003127,EOG7QP6M7
TC005049,EOG7QP6M9
TC006919,EOG7QP6M9
TC015965,EOG7QP6M9
TC014204,EOG7QP6MB
TC015996,EOG7QP6MG
TC007885,EOG7QP6MH
TC007886,EOG7QP6MH
TC014257,EOG7QP6MJ
TC006745,EOG7QP6MP
TC015762,EOG7QP6N2
TC012965,EOG7QP6N6
TC007035,EOG7QP6N9
TC008479,EOG7QP6N9
TC015533,EOG7QP6PB
TC004693,EOG7QP6PM
TC000836,EOG7QS2SS
TC004261,EOG7QS2ST
TC011290,EOG7QS2SV
TC015781,EOG7QS2SW
TC015061,EOG7QS2SX
TC007565,EOG7QS2T0
TC007861,EOG7QS2T1
TC004521,EOG7QS2T2
TC004862,EOG7QS2T2
TC006702,EOG7QS2T3
TC012248,EOG7QS2T3
TC012468,EOG7QS2T3
TC001634,EOG7QS2T4
TC011250,EOG7QS2T4
TC001947,EOG7QS2T5
TC006281,EOG7QS2T6
TC004457,EOG7QS2T7
TC008831,EOG7QS2T8
TC008817,EOG7QS2TB
TC014286,EOG7QS2TC
TC015895,EOG7QS2TD
TC000876,EOG7QS2TG
TC004714,EOG7QS2TH
TC007804,EOG7QS2TM
TC011053,EOG7QS2TP
TC011054,EOG7QS2TP
TC011055,EOG7QS2TP
TC010637,EOG7QS2TQ
TC030587,EOG7QS2TT
TC014254,EOG7QS2V0
TC015535,EOG7QS2V2
TC003449,EOG7QS2V5
TC015661,EOG7QS2VT
TC016321,EOG7QS2VX
TC008322,EOG7QS2W2
TC012934,EOG7QS2W3
TC009852,EOG7QS2W7
TC004988,EOG7QS2WJ
TC005772,EOG7QVZ1N
TC013894,EOG7QVZ1P
TC016056,EOG7QVZ1Q
TC007305,EOG7QVZ1R
TC014363,EOG7QVZ1R
TC011755,EOG7QVZ1V
TC012512,EOG7QVZ1V
TC008321,EOG7QVZ1X
TC002712,EOG7QVZ20
TC009960,EOG7QVZ25
TC012407,EOG7QVZ26
TC006492,EOG7QVZ28
TC008156,EOG7QVZ29
TC009967,EOG7QVZ2D
TC000404,EOG7QVZ2F
TC013379,EOG7QVZ2H
TC005580,EOG7QVZ2Q
TC005581,EOG7QVZ2Q
TC003971,EOG7QVZ2W
TC015707,EOG7QVZ2W
TC003517,EOG7QVZ2Z
TC015092,EOG7QVZ32
TC005824,EOG7QVZ35
TC001525,EOG7QVZ38
TC011434,EOG7QVZ3K
TC011884,EOG7QVZ3M
TC010921,EOG7QVZ3S
TC004463,EOG7QVZ3X
TC011508,EOG7QZT8J
TC003916,EOG7QZT8K
TC009906,EOG7QZT8M
TC007786,EOG7QZT8N
TC007859,EOG7QZT8P
TC007860,EOG7QZT8P
TC015823,EOG7QZT8Q
TC015787,EOG7QZT8R
TC001865,EOG7QZT8S
TC009390,EOG7QZT8V
TC007475,EOG7QZT8W
TC003203,EOG7QZT91
TC004746,EOG7QZT92
TC004891,EOG7QZT93
TC011357,EOG7QZT95
TC015922,EOG7QZT96
TC005357,EOG7QZT9B
TC010181,EOG7QZT9D
TC006858,EOG7QZT9K
TC014566,EOG7QZT9M
TC001722,EOG7QZT9R
TC007448,EOG7QZT9T
TC003097,EOG7QZT9V
TC007228,EOG7QZT9W
TC008403,EOG7QZT9W
TC010003,EOG7QZT9Z
TC014439,EOG7QZTB1
TC015959,EOG7QZTBD
TC006333,EOG7QZTBH
TC007207,EOG7QZTBJ
TC011493,EOG7QZTBJ
TC011499,EOG7QZTBJ
TC012408,EOG7QZTBT
TC001647,EOG7QZTBV
TC002093,EOG7QZTBV
TC002202,EOG7QZTBV
TC003324,EOG7QZTBV
TC004167,EOG7QZTBV
TC004186,EOG7QZTBV
TC006998,EOG7QZTBV
TC008499,EOG7QZTBV
TC009271,EOG7QZTBV
TC012975,EOG7QZTBV
TC015883,EOG7QZTBV
TC015998,EOG7QZTBV
TC008813,EOG7QZTCF
TC014624,EOG7R2PHM
TC009186,EOG7R2PHQ
TC011840,EOG7R2PHR
TC013932,EOG7R2PHR
TC003499,EOG7R2PHT
TC007452,EOG7R2PJ1
TC008060,EOG7R2PJ9
TC014344,EOG7R2PJD
TC010850,EOG7R2PJG
TC010491,EOG7R2PJH
TC030191,EOG7R2PJK
TC006506,EOG7R2PJM
TC000569,EOG7R2PJS
TC014600,EOG7R2PJV
TC006885,EOG7R2PK1
TC009200,EOG7R2PK6
TC008049,EOG7R2PK9
TC013843,EOG7R2PKF
TC006493,EOG7R2PKK
TC012196,EOG7R2PKK
TC012704,EOG7R2PKK
TC012102,EOG7R2PKN
TC003920,EOG7R2PKP
TC006216,EOG7R2PKR
TC011011,EOG7R2PM1
TC004431,EOG7R2PMQ
TC001133,EOG7R2PNJ
TC009714,EOG7R5JRG
TC009715,EOG7R5JRG
TC012131,EOG7R5JRG
TC012132,EOG7R5JRG
TC002608,EOG7R5JRK
TC015747,EOG7R5JRM
TC010636,EOG7R5JRN
TC011683,EOG7R5JRN
TC002939,EOG7R5JRP
TC006754,EOG7R5JRQ
TC012312,EOG7R5JRV
TC013995,EOG7R5JRW
TC002096,EOG7R5JRX
TC012184,EOG7R5JS0
TC010972,EOG7R5JS2
TC015463,EOG7R5JS3
TC030302,EOG7R5JS3
TC010149,EOG7R5JS5
TC012894,EOG7R5JS7
TC002070,EOG7R5JSB
TC010664,EOG7R5JSD
TC002852,EOG7R5JSF
TC015189,EOG7R5JSK
TC015195,EOG7R5JSK
TC015274,EOG7R5JSK
TC015442,EOG7R5JSK
TC015444,EOG7R5JSK
TC015840,EOG7R5JSK
TC015841,EOG7R5JSK
TC015842,EOG7R5JSK
TC015844,EOG7R5JSK
TC015845,EOG7R5JSK
TC015129,EOG7R5JSX
TC010529,EOG7R5JT2
TC009021,EOG7R5JT5
TC013831,EOG7R5JT8
TC007233,EOG7R5JTC
TC008237,EOG7R5JTC
TC004015,EOG7R5JTQ
TC012041,EOG7R5JTX
TC004126,EOG7R8F0C
TC004749,EOG7R8F0C
TC001874,EOG7R8F0F
TC003209,EOG7R8F0H
TC013508,EOG7R8F0M
TC003242,EOG7R8F0N
TC004240,EOG7R8F0N
TC009457,EOG7R8F0N
TC014220,EOG7R8F0Q
TC000385,EOG7R8F0R
TC006153,EOG7R8F0S
TC006154,EOG7R8F0S
TC011095,EOG7R8F0V
TC006641,EOG7R8F0W
TC008380,EOG7R8F0X
TC003327,EOG7R8F0Z
TC007219,EOG7R8F13
TC013041,EOG7R8F16
TC010506,EOG7R8F17
TC013078,EOG7R8F1F
TC000759,EOG7R8F1J
TC012544,EOG7R8F1K
TC000982,EOG7R8F1N
TC002569,EOG7R8F1P
TC014096,EOG7R8F1Q
TC004590,EOG7R8F1S
TC013767,EOG7R8F1T
TC009290,EOG7R8F1W
TC002339,EOG7R8F1Z
TC008914,EOG7R8F22
TC005768,EOG7R8F26
TC001118,EOG7R8F27
TC001119,EOG7R8F27
TC007015,EOG7R8F28
TC001576,EOG7R8F2V
TC004208,EOG7R8F38
TC010747,EOG7R8F38
TC016099,EOG7R8F38
TC015306,EOG7R8F39
TC004133,EOG7RC97B
TC003206,EOG7RC97C
TC001420,EOG7RC97F
TC012244,EOG7RC97F
TC012245,EOG7RC97F
TC002435,EOG7RC97G
TC010874,EOG7RC97M
TC014782,EOG7RC97M
TC007067,EOG7RC97P
TC007070,EOG7RC97P
TC008430,EOG7RC97P
TC004728,EOG7RC97Q
TC015095,EOG7RC97T
TC015077,EOG7RC97V
TC030777,EOG7RC97X
TC009236,EOG7RC980
TC015540,EOG7RC981
TC004672,EOG7RC983
TC005992,EOG7RC984
TC010437,EOG7RC985
TC010853,EOG7RC986
TC006286,EOG7RC989
TC014756,EOG7RC98K
TC009220,EOG7RC98M
TC013947,EOG7RC98N
TC007472,EOG7RC98R
TC009982,EOG7RC98T
TC006020,EOG7RC98Z
TC006082,EOG7RC992
TC001037,EOG7RC994
TC003415,EOG7RC99B
TC003291,EOG7RC99C
TC004505,EOG7RC99D
TC001544,EOG7RC99K
TC001125,EOG7RC99W
TC004680,EOG7RC99W
TC011116,EOG7RG5G8
TC013798,EOG7RG5G9
TC008291,EOG7RG5GB
TC003184,EOG7RG5GC
TC002372,EOG7RG5GD
TC002373,EOG7RG5GD
TC013507,EOG7RG5GF
TC002717,EOG7RG5GJ
TC007906,EOG7RG5GJ
TC009324,EOG7RG5GM
TC002523,EOG7RG5GP
TC013896,EOG7RG5GQ
TC013897,EOG7RG5GQ
TC008872,EOG7RG5GV
TC008355,EOG7RG5GX
TC008000,EOG7RG5H0
TC007688,EOG7RG5H1
TC004865,EOG7RG5H5
TC013065,EOG7RG5H7
TC014102,EOG7RG5H8
TC014103,EOG7RG5H8
TC004978,EOG7RG5H9
TC000274,EOG7RG5HB
TC015488,EOG7RG5HC
TC007998,EOG7RG5HF
TC011565,EOG7RG5HG
TC004326,EOG7RG5HH
TC015505,EOG7RG5HJ
TC000486,EOG7RG5HM
TC011046,EOG7RG5J1
TC015256,EOG7RG5J1
TC009535,EOG7RG5J6
TC009991,EOG7RG5J8
TC002122,EOG7RG5JB
TC009112,EOG7RG5JD
TC008167,EOG7RG5JF
TC002853,EOG7RG5JH
TC008875,EOG7RG5JS
TC005212,EOG7RG5K0
TC000178,EOG7RG5M5
TC007844,EOG7RK1Q5
TC008116,EOG7RK1Q5
TC000243,EOG7RK1Q7
TC003254,EOG7RK1Q8
TC007561,EOG7RK1QC
TC015259,EOG7RK1QC
TC009472,EOG7RK1QD
TC013074,EOG7RK1QF
TC011905,EOG7RK1QG
TC014727,EOG7RK1QH
TC009026,EOG7RK1QK
TC012430,EOG7RK1QN
TC015649,EOG7RK1QS
TC015080,EOG7RK1QV
TC004010,EOG7RK1QZ
TC008243,EOG7RK1R1
TC003859,EOG7RK1R2
TC008927,EOG7RK1R6
TC014580,EOG7RK1RC
TC001733,EOG7RK1RD
TC012475,EOG7RK1RD
TC004673,EOG7RK1RG
TC003522,EOG7RK1RK
TC004921,EOG7RK1RT
TC009427,EOG7RK1RW
TC008790,EOG7RK1S0
TC000126,EOG7RK1S1
TC011749,EOG7RK1S2
TC015475,EOG7RK1S4
TC006381,EOG7RK1SG
TC005485,EOG7RNWZ5
TC007517,EOG7RNWZ5
TC010801,EOG7RNWZ5
TC010960,EOG7RNWZ5
TC014710,EOG7RNWZ5
TC014390,EOG7RNWZ6
TC011433,EOG7RNWZ7
TC012768,EOG7RNWZ8
TC009426,EOG7RNWZB
TC003268,EOG7RNWZC
TC006544,EOG7RNWZF
TC013592,EOG7RNWZF
TC014679,EOG7RNWZF
TC011521,EOG7RNWZJ
TC000991,EOG7RNWZK
TC030761,EOG7RNWZM
TC007697,EOG7RNWZN
TC005756,EOG7RNWZP
TC004979,EOG7RNWZQ
TC000217,EOG7RNWZR
TC004781,EOG7RNWZV
TC010440,EOG7RNWZV
TC005168,EOG7RNWZW
TC011298,EOG7RNX00
TC001705,EOG7RNX02
TC007567,EOG7RNX03
TC004491,EOG7RNX04
TC011228,EOG7RNX04
TC006329,EOG7RNX05
TC009623,EOG7RNX06
TC013909,EOG7RNX06
TC015336,EOG7RNX07
TC011680,EOG7RNX0B
TC011681,EOG7RNX0B
TC006608,EOG7RNX0D
TC013872,EOG7RNX0F
TC008171,EOG7RNX0H
TC009462,EOG7RNX0M
TC000136,EOG7RNX0R
TC011563,EOG7RNX0R
TC008744,EOG7RNX11
TC015361,EOG7RNX13
TC030674,EOG7RNX15
TC016165,EOG7RNX16
TC006004,EOG7RNX17
TC006806,EOG7RNX1S
TC006526,EOG7RNX1T
TC006356,EOG7RRS60
TC009371,EOG7RRS63
TC011603,EOG7RRS64
TC014703,EOG7RRS68
TC014704,EOG7RRS68
TC009234,EOG7RRS6B
TC005554,EOG7RRS6C
TC012910,EOG7RRS6D
TC030753,EOG7RRS6F
TC014474,EOG7RRS6J
TC004502,EOG7RRS6P
TC009964,EOG7RRS6Q
TC015359,EOG7RRS6T
TC005777,EOG7RRS6W
TC012576,EOG7RRS6W
TC003157,EOG7RRS6X
TC015591,EOG7RRS71
TC013879,EOG7RRS72
TC016005,EOG7RRS7B
TC010963,EOG7RRS7D
TC004933,EOG7RRS7J
TC003086,EOG7RRS7P
TC015064,EOG7RRS7R
TC009597,EOG7RRS7V
TC008644,EOG7RRS7X
TC012607,EOG7RRS7Z
TC005841,EOG7RRS83
TC001584,EOG7RRS8C
TC014221,EOG7RRS8G
TC006717,EOG7RRS8M
TC000253,EOG7RRS8S
TC008553,EOG7RRSB3
TC003136,EOG7RVNF0
TC001850,EOG7RVNF1
TC012247,EOG7RVNF1
TC006564,EOG7RVNF2
TC004745,EOG7RVNF3
TC011933,EOG7RVNF4
TC015605,EOG7RVNF5
TC015606,EOG7RVNF5
TC009174,EOG7RVNF6
TC004640,EOG7RVNF8
TC000188,EOG7RVNF9
TC002089,EOG7RVNF9
TC005094,EOG7RVNF9
TC009126,EOG7RVNF9
TC009706,EOG7RVNF9
TC010172,EOG7RVNF9
TC004420,EOG7RVNFB
TC014139,EOG7RVNFC
TC011653,EOG7RVNFG
TC001560,EOG7RVNFH
TC007302,EOG7RVNFN
TC012666,EOG7RVNFQ
TC001939,EOG7RVNFR
TC001940,EOG7RVNFR
TC012701,EOG7RVNFR
TC003489,EOG7RVNFV
TC001643,EOG7RVNFX
TC005981,EOG7RVNG0
TC000197,EOG7RVNG1
TC009048,EOG7RVNG3
TC014512,EOG7RVNG9
TC008666,EOG7RVNGC
TC000142,EOG7RVNGH
TC014443,EOG7RVNGK
TC014054,EOG7RVNGM
TC013182,EOG7RVNGP
TC015812,EOG7RVNGQ
TC016310,EOG7RVNGS
TC008124,EOG7RVNH3
TC008125,EOG7RVNH3
TC014007,EOG7RVNH8
TC003766,EOG7RVNHF
TC014141,EOG7RVNHJ
TC006427,EOG7RVNJ4
TC007581,EOG7RVNJ4
TC007582,EOG7RVNJ4
TC011628,EOG7RVNJ4
TC013447,EOG7RVNJ4
TC013771,EOG7RVNJ4
TC030404,EOG7RVNJ4
TC030405,EOG7RVNJ4
TC030406,EOG7RVNJ4
TC030411,EOG7RVNJ4
TC030413,EOG7RVNJ4
TC030420,EOG7RVNJ4
TC030425,EOG7RVNJ4
TC030430,EOG7RVNJ4
TC030435,EOG7RVNJ4
TC030436,EOG7RVNJ4
TC030437,EOG7RVNJ4
TC030438,EOG7RVNJ4
TC030439,EOG7RVNJ4
TC030440,EOG7RVNJ4
TC030441,EOG7RVNJ4
TC003063,EOG7RZHNZ
TC013172,EOG7RZHP0
TC000222,EOG7RZHP1
TC001259,EOG7RZHP3
TC012700,EOG7RZHP4
TC008511,EOG7RZHP5
TC015584,EOG7RZHP6
TC006488,EOG7RZHP7
TC004422,EOG7RZHP8
TC015542,EOG7RZHP8
TC011942,EOG7RZHP9
TC011849,EOG7RZHPD
TC011982,EOG7RZHPD
TC007382,EOG7RZHPF
TC011647,EOG7RZHPJ
TC004723,EOG7RZHPN
TC030072,EOG7RZHPQ
TC030073,EOG7RZHPQ
TC009917,EOG7RZHPS
TC001586,EOG7RZHPT
TC009672,EOG7RZHPT
TC014415,EOG7RZHPV
TC011892,EOG7RZHPX
TC003146,EOG7RZHQ1
TC006372,EOG7RZHQ1
TC016055,EOG7RZHQ2
TC013308,EOG7RZHQ9
TC015506,EOG7RZHQH
TC011883,EOG7RZHQQ
TC013338,EOG7RZHQV
TC004282,EOG7RZHQZ
TC015595,EOG7RZHR0
TC002918,EOG7RZHR2
TC006165,EOG7RZHR5
TC007783,EOG7S2CX4
TC001491,EOG7S2CX6
TC013580,EOG7S2CX7
TC000016,EOG7S2CX8
TC004598,EOG7S2CXJ
TC014413,EOG7S2CXM
TC012886,EOG7S2CXN
TC030543,EOG7S2CXR
TC010405,EOG7S2CXZ
TC002458,EOG7S2CZ1
TC013360,EOG7S2CZ2
TC030676,EOG7S2CZ3
TC011744,EOG7S2CZ6
TC030637,EOG7S2CZ7
TC014134,EOG7S2CZC
TC003408,EOG7S2CZD
TC007174,EOG7S2CZG
TC005175,EOG7S2CZH
TC007851,EOG7S2CZP
TC007158,EOG7S2CZW
TC007454,EOG7S2D08
TC030706,EOG7S2D0B
TC030227,EOG7S2D1D
TC030228,EOG7S2D1D
TC030240,EOG7S2D1D
TC030245,EOG7S2D1D
TC030249,EOG7S2D1D
TC030250,EOG7S2D1D
TC030258,EOG7S2D1D
TC030266,EOG7S2D1D
TC030273,EOG7S2D1D
TC030275,EOG7S2D1D
TC030277,EOG7S2D1D
TC030281,EOG7S2D1D
TC012345,EOG7S584S
TC015678,EOG7S584T
TC013643,EOG7S584V
TC009571,EOG7S584W
TC007047,EOG7S5850
TC030725,EOG7S5852
TC000321,EOG7S5855
TC011963,EOG7S5856
TC006227,EOG7S585D
TC003326,EOG7S585G
TC003944,EOG7S585G
TC006296,EOG7S585G
TC004426,EOG7S585H
TC010520,EOG7S585P
TC011791,EOG7S585P
TC011792,EOG7S585P
TC011793,EOG7S585P
TC016278,EOG7S585T
TC016279,EOG7S585T
TC013738,EOG7S585V
TC009114,EOG7S585W
TC005358,EOG7S585X
TC015985,EOG7S585Z
TC030583,EOG7S5861
TC013805,EOG7S5863
TC013084,EOG7S5864
TC013709,EOG7S5864
TC014083,EOG7S5864
TC015617,EOG7S5864
TC015618,EOG7S5864
TC008549,EOG7S5866
TC001264,EOG7S5868
TC030667,EOG7S586K
TC000739,EOG7S586N
TC003825,EOG7S586P
TC009461,EOG7S586R
TC005003,EOG7S5874
TC006371,EOG7S587P
TC009033,EOG7S5891
TC009919,EOG7S84CV
TC001543,EOG7S84CW
TC015153,EOG7S84CX
TC003692,EOG7S84CZ
TC013691,EOG7S84D0
TC011691,EOG7S84D1
TC013205,EOG7S84D2
TC014707,EOG7S84D4
TC008205,EOG7S84D5
TC010845,EOG7S84D5
TC002611,EOG7S84D6
TC005829,EOG7S84D6
TC008722,EOG7S84D6
TC000631,EOG7S84D8
TC000469,EOG7S84D9
TC010832,EOG7S84DB
TC002214,EOG7S84DC
TC015925,EOG7S84DD
TC008956,EOG7S84DF
TC001678,EOG7S84DJ
TC001793,EOG7S84DJ
TC001798,EOG7S84DJ
TC004256,EOG7S84DJ
TC010090,EOG7S84DJ
TC016419,EOG7S84DJ
TC015668,EOG7S84DK
TC009354,EOG7S84DN
TC003035,EOG7S84DV
TC014163,EOG7S84DX
TC007214,EOG7S84DZ
TC000161,EOG7S84F4
TC011757,EOG7S84F8
TC006500,EOG7S84FC
TC013490,EOG7S84FD
TC006340,EOG7S84FH
TC000092,EOG7S84FV
TC009080,EOG7S84FW
TC000180,EOG7S84FZ
TC005720,EOG7S84G5
TC000719,EOG7S84G7
TC000720,EOG7S84G7
TC000721,EOG7S84G7
TC000722,EOG7S84G7
TC000723,EOG7S84G7
TC000724,EOG7S84G7
TC000725,EOG7S84G7
TC007724,EOG7S84G7
TC008768,EOG7S84G7
TC008769,EOG7S84G7
TC010054,EOG7S84G7
TC010056,EOG7S84G7
TC010057,EOG7S84G7
TC011148,EOG7S84G7
TC011149,EOG7S84G7
TC013808,EOG7S84G7
TC013809,EOG7S84G7
TC013811,EOG7S84G7
TC013812,EOG7S84G7
TC013815,EOG7S84G7
TC013816,EOG7S84G7
TC013817,EOG7S84G7
TC013818,EOG7S84G7
TC013819,EOG7S84G7
TC013820,EOG7S84G7
TC013821,EOG7S84G7
TC013822,EOG7S84G7
TC013823,EOG7S84G7
TC013824,EOG7S84G7
TC013825,EOG7S84G7
TC013826,EOG7S84G7
TC013827,EOG7S84G7
TC013828,EOG7S84G7
TC013987,EOG7S84G7
TC013990,EOG7S84G7
TC013992,EOG7S84G7
TC015901,EOG7S84G7
TC015908,EOG7S84G7
TC004195,EOG7S84GK
TC004196,EOG7S84GK
TC005018,EOG7S84GK
TC005019,EOG7S84GK
TC016048,EOG7S84GK
TC015613,EOG7SC0MK
TC005735,EOG7SC0MM
TC015367,EOG7SC0MN
TC008151,EOG7SC0MQ
TC007053,EOG7SC0MV
TC007055,EOG7SC0MV
TC008448,EOG7SC0MV
TC003567,EOG7SC0MW
TC007640,EOG7SC0MX
TC030739,EOG7SC0N0
TC009302,EOG7SC0N1
TC011794,EOG7SC0N2
TC002763,EOG7SC0N3
TC009818,EOG7SC0N4
TC000609,EOG7SC0N5
TC015058,EOG7SC0N6
TC015059,EOG7SC0N6
TC009674,EOG7SC0N7
TC012302,EOG7SC0N8
TC002777,EOG7SC0N9
TC030345,EOG7SC0NB
TC014082,EOG7SC0NC
TC003553,EOG7SC0ND
TC005658,EOG7SC0NM
TC002007,EOG7SC0NN
TC013892,EOG7SC0NX
TC011789,EOG7SC0P4
TC011790,EOG7SC0P4
TC013651,EOG7SC0P5
TC000738,EOG7SC0P9
TC003138,EOG7SC0PG
TC003587,EOG7SC0PM
TC000595,EOG7SC0PN
TC008165,EOG7SC0PQ
TC005805,EOG7SC0PZ
TC007001,EOG7SC0QK
TC013452,EOG7SC0RG
TC005513,EOG7SFVVM
TC005932,EOG7SFVVQ
TC006313,EOG7SFVVR
TC003484,EOG7SFVVS
TC030595,EOG7SFVVV
TC004359,EOG7SFVVX
TC030733,EOG7SFVVZ
TC011130,EOG7SFVW1
TC013202,EOG7SFVW2
TC004504,EOG7SFVW7
TC014202,EOG7SFVWD
TC012990,EOG7SFVWG
TC030591,EOG7SFVWH
TC007393,EOG7SFVWN
TC010680,EOG7SFVWT
TC003780,EOG7SFVWW
TC004874,EOG7SFVWW
TC011016,EOG7SFVWW
TC030307,EOG7SFVWW
TC030353,EOG7SFVWW
TC030354,EOG7SFVWW
TC030355,EOG7SFVWW
TC030362,EOG7SFVWW
TC030369,EOG7SFVWW
TC030371,EOG7SFVWW
TC030378,EOG7SFVWW
TC030389,EOG7SFVWW
TC030398,EOG7SFVWW
TC030401,EOG7SFVWW
TC030424,EOG7SFVWW
TC002951,EOG7SFVX0
TC010612,EOG7SFVX4
TC008117,EOG7SFVX8
TC008838,EOG7SFVXD
TC007780,EOG7SFVXF
TC006911,EOG7SFVXN
TC007519,EOG7SFVZ6
TC004768,EOG7SJR3H
TC009552,EOG7SJR3J
TC013520,EOG7SJR3M
TC007253,EOG7SJR3N
TC009783,EOG7SJR3P
TC001611,EOG7SJR3Q
TC005419,EOG7SJR3S
TC014753,EOG7SJR3T
TC002522,EOG7SJR3V
TC009792,EOG7SJR3V
TC008646,EOG7SJR3W
